id,split_audio_path,no_point_text,SentenceId,ParagraphId
39bea63abaec4e2b83c89b94b11c1864_1756371598723500000_258,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371598723500000_258.wav,就像大家可能关注的什么A景层那种类似于打通了一些底层的一些APP的一些深度的整合。,258,1756371598723500000
39bea63abaec4e2b83c89b94b11c1864_1756371598723500000_259,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371598723500000_259.wav,这样的话其实我们是能够实现更好对用户来说能够实现更好的一些AI的一些功能的。,259,1756371598723500000
39bea63abaec4e2b83c89b94b11c1864_1756371667743500000_260,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371667743500000_260.wav,同时，其实这两年我们虽然过去一直在这种应用型会发力更多，但是其实我们在这两年也在考虑做一些这种，包括之前可能大家可能也看到过新闻，我们跟联发科，其实之前也有一个人工智能实验室的一个一个一个一个一个一个合作。,260,1756371667743500000
39bea63abaec4e2b83c89b94b11c1864_1756371667743500000_261,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371667743500000_261.wav,一个合作。,261,1756371667743500000
39bea63abaec4e2b83c89b94b11c1864_1756371667743500000_262,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371667743500000_262.wav,其实我们也是希望在这种人工智能的AI的这个技术，在这种端侧，其实我们也是在在做一些做一些努力来做一些尝试。,262,1756371667743500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_263,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_263.wav,就是在跟联发科在这个主要是跟联发科这边在合作。,263,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_264,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_264.wav,其实一方面我们是利用我们的一些数据和算法的一些能力去沉淀，同时可能会借助于研发科这边在芯片的这种能力。,264,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_265,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_265.wav,这样的话，后续其实我们是希望推出一个AI这种芯算一体的这种解决方案。,265,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_266,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_266.wav,这样的话，可能有对于我们的产品，包括后续对于用户的这种使用体验的这种改善，其实是有一个比较大的提升的。,266,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_267,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_267.wav,但是从细节的方向来说，可能无非可能这个就太细了。,267,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_268,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_268.wav,就比如说在通话的降噪，语音的增强，声纹的降噪，什么转文字，语音这种转换，大模型的一些解决方案什么这些方向，反正我们都会在做一些这种用户使用体验的一种改善。,268,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_269,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371705623500000_269.wav,所以在这些方向，其实我们也在做一些尝试，大概是这样，谢谢。,269,1756371705623500000
39bea63abaec4e2b83c89b94b11c1864_1756371791333500000_270,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371791333500000_270.wav,我们会觉得我们一直在往向上的可或者确定性，会相对比较高一点。,270,1756371791333500000
39bea63abaec4e2b83c89b94b11c1864_1756371791333500000_271,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371791333500000_271.wav,因为过去这些年我们是一直在走出非洲，然后在不断的扩其他市场。,271,1756371791333500000
39bea63abaec4e2b83c89b94b11c1864_1756371791333500000_272,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371791333500000_272.wav,然后什么南亚也好，东南亚好，现在什么全球的这些信息，其实我们一直在扩。,272,1756371791333500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_273,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_273.wav,其实你可以看到我们这些年从二三年，二三年我们整体这个规模上了一个比较大的一个台阶之后，就是到了一亿台附近，到了一台附近，你甚至看到IDC的数据。,273,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_274,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_274.wav,我们这两年基本上是稳定在1亿台附近的一个水平。,274,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_275,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_275.wav,所以其实从公司的角度来说，我们一直是一个阶梯式的向上的一个一个一个状态，阶梯式向上的一个状态。,275,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_276,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_276.wav,所以未来其实我们现在在整个非洲和孟白以外的这些新兴市场，其实我们整体的市占率还是比较低的。,276,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_277,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_277.wav,你看IDC最新的数据的话，我们大概其实也是在大概九个多点，九个多点的一个水平。,277,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_278,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_278.wav,其实相对比较高的反而是三星。,278,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_279,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371813583500000_279.wav,三星在刚刚我说的这些其他市场，其实它占还占了20%多。,279,1756371813583500000
39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_280,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_280.wav,其实整体下来，其实我们会觉得我们其实还是有比较大的一个机会。,280,1756371867353500000
39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_281,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_281.wav,其实能够在一些其他的市场，就是除了我们的这个大本营，像非洲孟华之外，其实这些其他市场我们还是有比较大的机会去能够去获得一个市场上提升的。,281,1756371867353500000
39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_282,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_282.wav,但是我会觉得具体到短期来说，可能不好说大概是个什么状态。,282,1756371867353500000
39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_283,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_283.wav,但是整体上我们会觉得我们对未来或者对整个趋势来说，我们还是比较有有比较大的信心。,283,1756371867353500000
39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_284,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371867353500000_284.wav,能够去获得这些其他市场的一个份额的一个提升的，大概是这样，谢谢。,284,1756371867353500000
39bea63abaec4e2b83c89b94b11c1864_1756371918573500000_285,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371918573500000_285.wav,谢谢唐老师。,285,1756371918573500000
39bea63abaec4e2b83c89b94b11c1864_1756371935113500000_286,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371935113500000_286.wav,能听见张老师。,286,1756371935113500000
39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_287,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_287.wav,您的分析的逻辑本身是OK的，但是因为您不考虑成本的变化，但实际上三季度本身也有一些成本的变化。,287,1756371978523500000
39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_288,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_288.wav,但是因为你时时刻刻都会有受到各种各样的因素影响，包括我们可能最近也会做，在鲸整个经营策略上，其实也会做一些调整安排。,288,1756371978523500000
39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_289,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_289.wav,所以对于毛利率的一些变化了，其实也会产生一定的影响。,289,1756371978523500000
39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_290,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_290.wav,所以但是我们会觉得，因为刚才说刚才你也提到说3G因为我们是新品刚上的，新品刚上的话，是在我们这几个大的方向来说的话，我们还是保持一个比较乐观的一个状态，相对乐观的一个状态。,290,1756371978523500000
39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_291,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_291.wav,所以我们对于这个毛利率，我们也会觉得你还还OK还OK。,291,1756371978523500000
39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_292,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756371978523500000_292.wav,但是具体的情况可能还是以最终的实际数据为准，但是大方向来说还可以。,292,1756371978523500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_293,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_293.wav,从上半年来看还没有太太明显。,293,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_294,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_294.wav,但是从但是上半年你可以看到那个IDC的数据，其实整个新市场它是略微下滑的。,294,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_295,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_295.wav,但是非洲它是上升的，相当于除了非洲以外，其他的是基本上都有都有不同程度的下滑，所以在整体上下滑也不多。,295,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_296,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_296.wav,因为它大盘反正其实其实可能几个点就对于大盘来说是比较大的一个波动，所以在整体上来说，非洲这边也还好。,296,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_297,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_297.wav,非洲上半年其实还有一个相对可观的超过10以上的一个增速。,297,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_298,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_298.wav,所以对我们来说，因为我们在非洲这边，所以我们非洲这边刚才其实也也在也介绍到非洲这边，我们其实也还是保持了增长。,298,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_299,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372052253500000_299.wav,其他的市场我们上半年整个同比来看的话，其实也都有不同程度的一些像其他的市场大多数去，所以整体上来说我们会觉得新生。,299,1756372052253500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_300,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_300.wav,但是从下半年从全球的角度来说也不好说，因为现在美国的降息，其实一直比比过去预计的要晚。,300,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_301,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_301.wav,其实这个美国降息一直一直提提了好好长时间了，但是反正很有可能快落地了。,301,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_302,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_302.wav,其实真落地之后，这对我们从整个宏观环境来说，对我们是有所有所改善的。,302,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_303,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_303.wav,因为其实美元一直处于高位的话，对于我们这些新市场来说，整个的一个宏观的一个角度来说，压力还是比较明显。,303,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_304,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_304.wav,所以你看到IDC整个的之前对新市场的整个全年的一个预测数据也是略有下滑，略有下滑一个状态。,304,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_305,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_305.wav,所以这个后续反正我们也关注，关注这个宏观的一些变化的一个情况，到时候再看。,305,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_306,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372113843500000_306.wav,谢谢。,306,1756372113843500000
39bea63abaec4e2b83c89b94b11c1864_1756372179393500000_307,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372179393500000_307.wav,今天我们时间也差不多到了，然后感谢大家对公司的关注，会后如果还有什么问题，欢迎随时联系我们爱尔团队。,307,1756372179393500000
39bea63abaec4e2b83c89b94b11c1864_1756372179393500000_308,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372179393500000_308.wav,好，谢谢大家，今天到此结束。,308,1756372179393500000
39bea63abaec4e2b83c89b94b11c1864_1756372190423500000_309,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/39bea63abaec4e2b83c89b94b11c1864_1756372190423500000_309.wav,好，谢谢大家。,309,1756372190423500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368670151500000_1,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368670151500000_1.wav,听到。,1,1756368670151500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368671099500000_2,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368671099500000_2.wav,陈总听到吗？,2,1756368671099500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_3,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_3.wav,我是姚丹丹，我这边有一个问题想请教，两个问题想请教一下。,3,1756368676111500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_4,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_4.wav,第一个问题就是前面提到我们六月份开始上新，然后二季度其实新品只卖了一个月，有两个月理论上卖的还是老品。,4,1756368676111500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_5,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_5.wav,但是二季度的这个ASP环比提升10%左右，那毛利率也是环比增长一个多点。,5,1756368676111500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_6,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_6.wav,假设下半年不考虑这个成本的波动，因为三季度我们理论上卖的应该都是新品，那是不是可以理解成他的这个产销售产品结构的迭代，会导致三季度的毛利率还会有一个向好的一个趋势，包括ASP。,6,1756368676111500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_7,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_7.wav,因为按照这个新老品的定价结构来看，应该是这样一个趋势。,7,1756368676111500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_8,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368676111500000_8.wav,我不知道这个判断曾总怎么看。,8,1756368676111500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368745591500000_9,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368745591500000_9.wav,对。,9,1756368745591500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368748921500000_10,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368748921500000_10.wav,对。,10,1756368748921500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368763821500000_11,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368763821500000_11.wav,你就几岁。,11,1756368763821500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_12,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_12.wav,理解，还有第二个小问题，跟您再确认一下。,12,1756368771501500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_13,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_13.wav,因为最近也看到了很多非洲国家的货币相比美元显著升值。,13,1756368771501500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_14,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_14.wav,即使是前面比较难的尼日利亚，二季度他也升值了不少。,14,1756368771501500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_15,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368771501500000_15.wav,咱们这边有感受到大的降息背景下，新兴市场需求的复苏的情况吗？,15,1756368771501500000
eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368902321500000_16,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/eaaec7dcf35a4bbaad4de1ba82ba87ca_1756368902321500000_16.wav,好的，谢谢曾总，我这边没有其他问题了。,16,1756368902321500000
8917684891254824a66312839fa0b7a4_1756368672159500000_1,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_1.wav,产业的各位领导好，我是中信证券电子研究员唐佳。,1,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368672159500000_2,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_2.wav,我们想看到公司在二季度业绩，不论是营收、利润、毛利率还是ROE，其实都已经环比一季度实现了一个环环比改善。,2,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368672159500000_3,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_3.wav,那么已经看到了一季度已经明确的往二季度走，业绩实现了一个筑底回升。,3,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368672159500000_4,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_4.wav,关于公司在业务上，我们其实分为两个逻辑，想请教一下公司管理层。,4,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368672159500000_5,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_5.wav,第一个是在手机业务方面，第一个是我们看到手机在二季度整体公司是推了一新品，做了一个密集上新。,5,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368672159500000_6,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_6.wav,另外也看到毛利率有去进行一个环比的改善。,6,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368672159500000_7,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368672159500000_7.wav,我们想请教一下公司管理层，我们在二季度手机的ASP大概是一个什么样的一个情况，以及对后续我们怎么去看这么一个趋势，这是我的第一个问题。,7,1756368672159500000
8917684891254824a66312839fa0b7a4_1756368836739500000_8,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368836739500000_8.wav,好的，谢谢曾总。,8,1756368836739500000
8917684891254824a66312839fa0b7a4_1756368836739500000_9,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368836739500000_9.wav,关于手机方面，我们还有两个问题想请教一下。,9,1756368836739500000
8917684891254824a66312839fa0b7a4_1756368836739500000_10,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368836739500000_10.wav,第二个问题是我们看到我们的AI手机其实也进行一个新品的迭代。,10,1756368836739500000
8917684891254824a66312839fa0b7a4_1756368836739500000_11,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756368836739500000_11.wav,往后去看，我们在AI手机的这个重点功能的迭代升级，以及重点打的这个市场上，公司有没有一个什么样的一个清晰的规划呢？,11,1756368836739500000
8917684891254824a66312839fa0b7a4_1756369023099500000_12,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369023099500000_12.wav,好的，谢谢张总。,12,1756369023099500000
8917684891254824a66312839fa0b7a4_1756369023099500000_13,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369023099500000_13.wav,关于手机我还有最后一个问题。,13,1756369023099500000
8917684891254824a66312839fa0b7a4_1756369023099500000_14,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369023099500000_14.wav,其实我们看到公司在深耕新兴市场这么多年以来，也建立了非常强的壁垒和深的护城河。,14,1756369023099500000
8917684891254824a66312839fa0b7a4_1756369023099500000_15,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369023099500000_15.wav,同时也观察到整个新兴市场其实也面临一些更多友商的一个进入。,15,1756369023099500000
8917684891254824a66312839fa0b7a4_1756369023099500000_16,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369023099500000_16.wav,不知道曾总您怎么去看新市场后续手机的一个竞争情况，以及咱们的应对策略。,16,1756369023099500000
8917684891254824a66312839fa0b7a4_1756369165429500000_17,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369165429500000_17.wav,好好，谢谢曾总。,17,1756369165429500000
8917684891254824a66312839fa0b7a4_1756369165429500000_18,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369165429500000_18.wav,然后传音其实也是我们一直持续覆盖今天看好的一个公司，也就是公司后续取得更好的一个业绩表现。,18,1756369165429500000
8917684891254824a66312839fa0b7a4_1756369165429500000_19,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/8917684891254824a66312839fa0b7a4_1756369165429500000_19.wav,我的提问到此结束，谢谢各位创业的管理层。,19,1756369165429500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_1,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_1.wav,传音的各位领导好，我是中泰电子洪佳林。,1,1756368669061500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_2,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_2.wav,我这边请教补充补充请教两个问题。,2,1756368669061500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_3,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_3.wav,第一个问题是关于这个非洲市场的。,3,1756368669061500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_4,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_4.wav,我们确实看到就是今年上半年我们在非洲市场的整个份额还是比较稳固的。,4,1756368669061500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_5,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_5.wav,但是同时也看到，近期其实国内的友商在非洲市场那边人员配置上有比较大的一个动作和布局。,5,1756368669061500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_6,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_6.wav,所以对于非洲市场来讲，我个人理解就是可能销售团队包括人才可能是比较核心的一个竞争力。,6,1756368669061500000
f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_7,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f8e658e558ec4b0291bdc244df7c3dbc_1756368669061500000_7.wav,就想请教一下咱们如何看待后续这个非洲大本营的一个竞争。,7,1756368669061500000
